ID,Text,Comment
Building.ReservePile.FlavorDescription,"""La fusta vella és la millor. Abans la feien créixer diferent."" —Ma' Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.ReserveTank.DisplayName,Dipòsit de reserva,
Building.ReserveTank.FlavorDescription,"""Sí, estava segellat. Sí, es pot beure. Tu primer."" —Pina","Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.ReserveWarehouse.DisplayName,Magatzem de reserva,
Building.ReserveWarehouse.FlavorDescription,Un regal de les generacions passades.,
Building.ResourceCounter.Description,Envia un senyal segons el nivell d'estoc o el percentatge d'ompliment del magatzem d'un bé especificat.,
Building.ResourceCounter.DisplayName,Comptador de recursos,
Building.ResourceCounter.IncludeInputs,Inclou entrades,Toggle on Resource Counter building - switches between counting available or all goods
Building.ResourceCounter.MeasurementPercent,Mesura: {0}%,"Fill rate of choosen good, please keep short."
Building.ResourceCounter.Mode.Percent,Percentatge (%),Mode for resource counter building - percent of storage spaces filled with goods
Building.ResourceCounter.Mode.Quantity,Quantitat,Mode for Resource Counter building - quantity of goods
Building.Roof.FlavorDescription,Un sostre més elegant sovint és prou per alimentar la rivalitat amistosa veïnal.,
Building.Roof1x1.DisplayName,Sostre 1x1,Numbers at the end denote size X by Y
Building.Roof1x2.DisplayName,Sostre 1x2,Numbers at the end denote size X by Y
Building.Roof2x2.DisplayName,Sostre 2x2,Numbers at the end denote size X by Y
Building.Roof2x3.DisplayName,Sostre 2x3,Numbers at the end denote size X by Y
Building.Roof3x2.DisplayName,Sostre 3x2,Numbers at the end denote size X by Y
Building.RooftopTerrace.Description,Una terrassa elevada on els castors poden socialitzar i gaudir de les vistes.,
Building.RooftopTerrace.DisplayName,Terrassa de terrat,
Building.RooftopTerrace.FlavorDescription,"Un lloc magnífic per xerrar tota la nit, i quines vistes!",
Building.Rowhouse.Description,"Habitatge compartit i pràctic, amb poca petjada.",
Building.Rowhouse.DisplayName,Casa adossada,"A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row."
Building.Rowhouse.FlavorDescription,Millor en fileres que en caus.,
Building.Ruins.Description,Un subministrament limitat de ferralla.,Metal is a name of a good.
Building.Ruins.DisplayName,Ruïnes,
Building.Ruins.FlavorDescription,"Escampades per tota la terra, les decadents ruïnes humanes van donar als castors una cosa inimaginable: un material superior a la fusta.",
Building.Scarecrow.Description,Una decoració de camp que abans espantava ocells i ara agrada a joves i grans.,
Building.Scarecrow.DisplayName,Espantaocells,
Building.Scarecrow.FlavorDescription,Destaca al seu camp.,
Building.ScavengerFlag.Description,Els carronyaires recullen ferralla de les Ruïnes.,Metal is a name of a good;Ruins are a building
Building.ScavengerFlag.DisplayName,Bandera de carronyaire,
Building.ScavengerFlag.FlavorDescription,"Portant metall a assentaments tradicionalment de fusta, els carronyaires es guanyen el respecte d'uns i el menyspreu d'uns altres.",
Building.ScienceCounter.Description,Envia un senyal basat en els punts de ciència.,Science Points must correspond to Science.SciencePoints.
Building.ScienceCounter.DisplayName,Comptador de ciència,The name of a building which counts how many Science Points the player has and sends an automation signal based on that.
Building.Scratcher.Description,Una màquina per gratar les picors de difícil accés.,
Building.Scratcher.DisplayName,Rascador,A rotating brush which beavers use to scratch their fur. For reference google videos of cow scratchers.
Building.Scratcher.FlavorDescription,"Fins i tot relaxant-se, els Dents de Ferro tenen la dèria de tornar a la feina.",Itching meaning having an itch as well as an idiom for wanting to do something very much. If possible try to adapt the phrase to fit your language. Iron Teeth must be the same as Faction.IronTeeth.DisplayName.
Building.Shower.Description,Un raig refrescant d'aigua del riu per mullar-se el pelatge.,
Building.Shower.DisplayName,Dutxa,A simple shower for beavers.
Building.Shower.FlavorDescription,Fa més suportable conquerir l'erm.,
Building.Shrub.DisplayName,Arbust,Must be different than 'Bush' which is a plant in the game
Building.Shrub.FlavorDescription,"Per mantenir-ho pràctic, les decoracions han de ser boniques i també gustoses.",
Building.Slope.DisplayName,Pendent,
Building.Slope.FlavorDescription,"Qui ho hagi posat aquí, els castors n'estan agraïts.",
Building.Sluice.AboveContaminationToggle,Tanca per sobre de contaminació: {0},"Label of a toggle that enables automation based on contamination level, {0} stands for currently set level, ie 5%"
Building.Sluice.BelowContaminationToggle,Tanca per sota de contaminació: {0},"Label of a toggle that enables automation based on contamination level, {0} stands for currently set level, ie 5%"
Building.Sluice.Contamination,Contaminació: {0},"Level of the water contamination, {0} stands for contamination level in percent. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Building.Sluice.Description,"A unidirectional, automated water discharge.",
Building.Sluice.DisplayName,Sluice,Also known as a sluice gate. Different than Building.Floodgate.DisplayName.
Building.Sluice.DownstreamDepth,Fondària aigües avall {0},{0} stands for chosen downstream depth maintained by the building.
Building.Sluice.FlavorDescription,"""Suli, has tornat a oblidar-te de buidar l'aigua tòxica?"" —Ma' Ngonel",Badwater has to be consistent with Good.Badwater.DisplayName
Building.Sluice.MaximumDepthToggle,Tanca per sobre de la fondària aigües avall: {0},Label of a toggle that enables automation based on the maximum downstream depth of water
Building.Sluice.Mode.Auto,Auto,Label of the toggle that sets the sluice to work in automatic mode
Building.Sluice.Mode.AutoClosed,Auto: Tancada,Label for sluice working in automatic mode and is closed
Building.Sluice.Mode.AutoOpen,Auto: Oberta,Label for sluice working in automatic mode and is opened
Building.Sluice.Mode.Closed,Tancada,Label of the toggle that sets the sluice to be always closed
Building.Sluice.Mode.Open,Oberta,Label of the toggle that sets the sluice to be always open
Building.Sluice.Synchronize,Sincronitza amb rescloses adjacents,
Building.SmallIndustrialPile.DisplayName,Pila industrial petita,
Building.SmallIndustrialPile.FlavorDescription,"""Així que hi han posat un sostre i n'han dit industrial. Clàssic."" —Pina",
Building.SmallPile.Description,Emmagatzema béns voluminosos.,
Building.SmallPile.DisplayName,Pila petita,
Building.SmallPile.FlavorDescription,Cap individu amb amor propi llença materials de construcció a terra.,
Building.SmallRelic.FlavorDescription,"""Suli! No l'apuntis al sol!"" —Ol' Kazko","Small Relic is a telescope. Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.SmallTank.Description,Emmagatzema líquids.,
Building.SmallTank.DisplayName,Dipòsit petit,
Building.SmallTank.FlavorDescription,Aprendre a guardar cada gota d'aigua va ajudar els castors a adaptar-se a un entorn dur.,
Building.SmallWarehouse.Description,Emmagatzema béns.,
Building.SmallWarehouse.DisplayName,Magatzem petit,
Building.SmallWarehouse.FlavorDescription,"""No vull dinamita al meu rebost, si us plau i gràcies."" —Ma 'Ngonel",
Building.Smelter.Description,Fon ferralla per obtenir blocs de metall.,Scrap metal should be the same as Good.ScrapMetal.DisplayName and metal blocks should be the same as Good.MetalBlock.DisplayName
Building.Smelter.DisplayName,Foneria,A facility that uses very high temperature to produce metal blocks from iron ore.
Building.Smelter.FlavorDescription,El nou món castor es forja amb suor i olor de pèl cremat.,
Building.Speaker.Description,Fa sons.,Description of a building which plays sounds when it receives an automation signal.
Building.Speaker.DisplayName,Altaveu,A name of a building that plays a sound when it receives an automation signal.
Building.Speaker.PlaybackMode.Continuously,Reprodueix contínuament,Selectable option label for speaker that plays sound continuously while activated (looped).
Building.Speaker.PlaybackMode.Once,Reprodueix una vegada,Selectiable option label for speaker that plays sound once when activated.
Building.Speaker.Sound.Alarm,Alarma,
Building.Speaker.Sound.Buzz,Brunzit,
Building.Speaker.Sound.Chime1,Campanada 1,
Building.Speaker.Sound.Chime2,Campanada 2,
Building.Speaker.SpatialMode.NonSpatial,No espacial,"Sound mode name - bBuilding sound plays equally loud everywhere, like a UI notification."
Building.Speaker.SpatialMode.Spatial,Espacial,"Sound mode name - building sound volume depends on distance from the building, it's played in a 3D world, relative to camera position."
Building.SpiralStairs.DisplayName,Escales de cargol,Name of a building that allows beavers to climb up and down in a spiral manner.
Building.SpiralStairs.FlavorDescription,"""Si en puges massa, el cap et continuarà donant voltes!"" —Suli",Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.SquareBanner.Description,Una pancarta quadrada personalitzable.,
Building.SquareBanner.DisplayName,Pancarta quadrada,"Short, standing banner in a square bracket."
Building.SquareBanner.FlavorDescription,Pensa en el panorama general.,
Building.Stairs.DisplayName,Escales,
Building.Stairs.FlavorDescription,"Amb la invenció de les escales, els castors van pujar al nivell següent.",
Building.StartingLocation.DisplayName,Ubicació inicial,
Building.SteamEngine.Description,Crema combustible per generar energia.,
Building.SteamEngine.DisplayName,Motor de vapor,
Building.SteamEngine.FlavorDescription,"Per molt gran que sigui aquest invent, es va convertir en una espina al costat de nacions castores que no són Dents de Ferro.","Iron Teeth is one of the playable factions, with the Engine being one of their unique buildings."
Building.StreamGauge.Contamination,Contaminació: {0},"Level of the water contamination, {0} stands for the value. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
